codigo_pedido;data_pedido;data_entrega;codigo_produto 1;codigo_produto 2;codigo_produto 3;codigo_produto4;quantidade;codigo_canal 1;codigo_canal 2;codigo_canal 3;codigo_canal 4;sts
264;01/05/2018;01/05/2018;PRP046;BT0008;49055;;1525;10-50-60;3050;2029278B;2029278;
265;01/05/2018;01/05/2018;PRP046;BT0008;49057;;1250;10-50-60;3050;2029278B;2029278;
266;01/05/2018;01/05/2018;PRP047;BT0024;1456;;1296;10-50-60;3050;2029278B;2029278;
267;01/05/2018;01/05/2018;PRP066;BT0024;1002;;360;10-50-60;3050;2029278B;2029278;
268;01/05/2018;01/05/2018;PRP021;BT0024;11518;;1080;10-50-60;3050;2029278B;2029278;
269;01/05/2018;01/05/2018;PRP021;BT0024;11412;;432;10-50-60;3050;2029278B;2029278;
270;01/05/2018;01/05/2018;PRP108;BT0008;BT303;;600;10-50-60;3050;2029278B;2029278;
271;01/05/2018;01/05/2018;PRP021;BT0059;5708;;480;10-50-60;3050;2029278B;2029278;
272;01/05/2018;01/05/2018;PRP001;BT0008;321512;;720;10-50-60;3050;2029278B;2029278;
273;01/05/2018;01/05/2018;PRP047;BT0024;150;;264;10-50-60;3050;2029278B;2029278;
274;01/05/2018;01/05/2018;PRP138;BT0024;144R;;210;10-50-60;3050;2029278B;2029278;
275;01/05/2018;01/05/2018;PRP138;BT0024;BT1972;;30;10-50-60;3050;2029278B;2029278;
276;01/05/2018;01/05/2018;PRP021;BT0024;BT250;;720;10-50-60;3050;2029278B;2029278;
277;01/05/2018;01/05/2018;PRP001;BT0008;321012;;720;10-50-60;3050;2029278B;2029278;
278;01/05/2018;01/05/2018;PRP047;BT0061;BT2020;;720;10-50-60;3050;2029278B;2029278;
279;01/05/2018;01/05/2018;PRP021;BT0024;21526;;624;10-50-60;3050;2029278B;2029278;
280;01/05/2018;01/05/2018;PRP047;BT0024;BT12;;120;10-50-60;3050;2029278B;2029278;
281;01/05/2018;01/05/2018;PRP021;BT0059;567;;180;10-50-60;3050;2029278B;2029278;
282;01/05/2018;01/05/2018;PRP108;BT0008;BT304;;300;10-50-60;3050;2029278B;2029278;
283;01/05/2018;01/05/2018;PRP021;BT0024;113;;360;10-50-60;3050;2029278B;2029278;
284;01/05/2018;01/05/2018;PRP025;BT0061;BT4514;;600;10-50-60;3050;2029278B;2029278;
285;01/05/2018;01/05/2018;PRP067;BT0024;1662;;50;10-50-60;3050;2029278B;2029278;
286;01/05/2018;01/05/2018;PRP021;BT0010;850;;120;10-50-60;3050;2029278B;2029278;
287;01/05/2018;01/05/2018;PRP001;BT0008;BT3503;;120;10-50-60;3050;2029278B;2029278;
288;01/05/2018;01/05/2018;PRP025;BT0008;BT484;;300;10-50-60;3050;2029278B;2029278;
289;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;48;10-50-60;3050;2029278B;2029278;
290;01/05/2018;01/05/2018;PRP138;BT0024;BT1902;;5;10-50-60;3050;2029278B;2029278;
291;01/05/2018;01/05/2018;PRP021;BT0061;2032;;324;10-50-60;3050;2029278B;2029278;
292;01/05/2018;01/05/2018;PRP055;BT0024;BT1222;;60;10-50-60;3050;2029278B;2029278;
293;01/05/2018;01/05/2018;PRP108;BT0008;BT302;;180;10-50-60;3050;2029278B;2029278;
294;01/05/2018;01/05/2018;PRP051;BT0059;BT5932;;120;10-50-60;3050;2029278B;2029278;
295;01/05/2018;01/05/2018;PRP051;BT0059;BT5931;;120;10-50-60;3050;2029278B;2029278;
296;01/05/2018;01/05/2018;PRP001;BT0024;201;;48;10-50-60;3050;2029278B;2029278;
297;01/05/2018;01/05/2018;PRP021;BT0024;BT260;;60;10-50-60;3050;2029278B;2029278;
298;01/05/2018;01/05/2018;PRP047;BT0024;BT140;;30;10-50-60;3050;2029278B;2029278;
299;01/05/2018;01/05/2018;PRP001;BT0059;BT479;;30;10-50-60;3050;2029278B;2029278;
300;01/05/2018;01/05/2018;PRP138;BT0024;1362;;6;10-50-60;3050;2029278B;2029278;
301;01/05/2018;01/05/2018;PRP138;BT0024;1342;;6;10-50-60;3050;2029278B;2029278;
302;01/05/2018;01/05/2018;PRP051;BT0059;BT5901;;120;10-50-60;3050;2029278B;2029278;
303;01/05/2018;01/05/2018;PRP055;BT0024;1292;;24;10-50-60;3050;2029278B;2029278;
304;01/05/2018;01/05/2018;PRP079;BT0042;BT408;;6;10-50-60;3050;2029278B;2029278;
305;01/05/2018;01/05/2018;PRP051;BT0059;BT5902;;120;10-50-60;3050;2029278B;2029278;
306;01/05/2018;01/05/2018;PRP046;BT0042;402;;24;10-50-60;3050;2029278B;2029278;
307;01/05/2018;01/05/2018;PRP138;BT0024;BTN1389R;;12;10-50-60;3050;2029278B;2029278;
308;01/05/2018;01/05/2018;PRP001;BT0008;109;;12;10-50-60;3050;2029278B;2029278;
309;01/05/2018;01/05/2018;PRP025;BT0008;BT459;;24;10-50-60;3050;2029278B;2029278;
310;01/05/2018;01/05/2018;PRP025;BT0008;BT4812;;60;10-50-60;3050;2029278B;2029278;
311;01/05/2018;01/05/2018;PRP025;BT0008;45012;;84000;10-50-60;3050;2019040B;2080883;
312;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;4500;10-50-60;3050;2019040B;2080883;
313;01/05/2018;01/05/2018;PRP025;BT0061;45110;;84000;10-50-60;3050;2019040B;2080883;
314;01/05/2018;01/05/2018;PRP067;BT0024;1692;;1920;10-50-60;3050;2019040B;2080883;
315;01/05/2018;01/05/2018;PRP138;BT0024;132R;;2400;10-50-60;3050;2019040B;2080883;
316;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;4320;10-50-60;3050;2019040B;2080883;
317;01/05/2018;01/05/2018;PRP046;BT0008;BTN490557;;2500;10-50-60;3050;2019040B;2080883;
318;01/05/2018;01/05/2018;PRP138;BT0061;BTN2023R;;1200;10-50-60;3050;2019040B;2080883;
319;01/05/2018;01/05/2018;PRP025;BT0008;45212;;3600;10-50-60;3050;2019040B;2080883;
320;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;750;10-50-60;3050;2019040B;2080883;
321;01/05/2018;01/05/2018;PRP046;BT0008;49056;;1250;10-50-60;3050;2019040B;2080883;
322;01/05/2018;01/05/2018;PRP046;BT0008;49057;;1250;10-50-60;3050;2019040B;2080883;
323;01/05/2018;01/05/2018;PRP138;BT0061;BT2023;;480;10-50-60;3050;2019040B;2080883;
324;01/05/2018;01/05/2018;PRP025;BT0061;BT4514;;2400;10-50-60;3050;2019040B;2080883;
325;01/05/2018;01/05/2018;PRP021;BT0024;11518;;1296;10-50-60;3050;2019040B;2080883;
326;01/05/2018;01/05/2018;PRP055;BT0024;1282;;360;10-50-60;3050;2019040B;2080883;
327;01/05/2018;01/05/2018;PRP025;BT0008;45612;;2400;10-50-60;3050;2019040B;2080883;
328;01/05/2018;01/05/2018;PRP003;BT0024;1384;;120;10-50-60;3050;2019040B;2080883;
329;01/05/2018;01/05/2018;PRP021;BT0024;11412;;432;10-50-60;3050;2019040B;2080883;
330;01/05/2018;01/05/2018;PRP055;BT0024;1272;;240;10-50-60;3050;2019040B;2080883;
331;01/05/2018;01/05/2018;PRP021;BT0059;5708;;384;10-50-60;3050;2019040B;2080883;
332;01/05/2018;01/05/2018;PRP138;BT0024;1322;;120;10-50-60;3050;2019040B;2080883;
333;01/05/2018;01/05/2018;PRP047;BT0024;1456;;360;10-50-60;3050;2019040B;2080883;
334;01/05/2018;01/05/2018;PRP025;BT0010;46512;;480;10-50-60;3050;2019040B;2080883;
335;01/05/2018;01/05/2018;PRP003;BT0024;BT2021;;60;10-50-60;3050;2019040B;2080883;
336;01/05/2018;01/05/2018;PRP021;BT0059;565;;120;10-50-60;3050;2019040B;2080883;
337;01/05/2018;01/05/2018;PRP001;BT0008;321012;;288;10-50-60;3050;2019040B;2080883;
338;01/05/2018;01/05/2018;PRP046;BT0008;BTN49066;;48;10-50-60;3050;2019040B;2080883;
339;01/05/2018;01/05/2018;PRP046;BT0008;BTN49065;;48;10-50-60;3050;2019040B;2080883;
340;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;15300;10-50-60;3050;2015800B;2015800;
341;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;10800;10-50-60;3050;2015800B;2015800;
342;01/05/2018;01/05/2018;PRP025;BT0008;BTN45010;;2700;10-50-60;3050;2015800B;2015800;
343;01/05/2018;01/05/2018;PRP025;BT0008;4544;;4800;10-50-60;3050;2015800B;2015800;
344;01/05/2018;01/05/2018;PRP025;BT0008;BT4563D120;;3000;10-50-60;3050;2015800B;2015800;
345;01/05/2018;01/05/2018;PRP021;BT0024;11518;;2160;10-50-60;3050;2015800B;2015800;
346;01/05/2018;01/05/2018;PRP046;BT0008;BT5005;;240;10-50-60;3050;2015800B;2015800;
347;01/05/2018;01/05/2018;PRP021;BT0024;21526;;936;10-50-60;3050;2015800B;2015800;
348;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000M;;480;10-50-60;3050;2015800B;2015800;
349;01/05/2018;01/05/2018;PRP055;BT0061;BT2028;;180;10-50-60;3050;2015800B;2015800;
350;01/05/2018;01/05/2018;PRP108;BT0008;BT308;;180;10-50-60;3050;2015800B;2015800;
351;01/05/2018;01/05/2018;PRP025;BT0008;45212;;840;10-50-60;3050;2015800B;2015800;
352;01/05/2018;01/05/2018;PRP021;BT0059;567;;192;10-50-60;3050;2015800B;2015800;
353;01/05/2018;01/05/2018;PRP108;BT0008;BT306;;180;10-50-60;3050;2015800B;2015800;
354;01/05/2018;01/05/2018;PRP025;BT0061;45110;;1800;10-50-60;3050;2015800B;2015800;
355;01/05/2018;01/05/2018;PRP055;BT0024;1212;;84;10-50-60;3050;2015800B;2015800;
356;01/05/2018;01/05/2018;PRP001;BT0024;201;;120;10-50-60;3050;2015800B;2015800;
357;01/05/2018;01/05/2018;PRP055;BT0024;1272;;108;10-50-60;3050;2015800B;2015800;
358;01/05/2018;01/05/2018;PRP051;BT0059;BT5930;;240;10-50-60;3050;2015800B;2015800;
359;01/05/2018;01/05/2018;PRP108;BT0008;BT311;;250;10-50-60;3050;2015800B;2015800;
360;01/05/2018;01/05/2018;PRP138;BT0024;144R;;60;10-50-60;3050;2015800B;2015800;
361;01/05/2018;01/05/2018;PRP051;BT0059;BT5800;;720;10-50-60;3050;2015800B;2015800;
362;01/05/2018;01/05/2018;PRP108;BT0008;BT304;;240;10-50-60;3050;2015800B;2015800;
363;01/05/2018;01/05/2018;PRP021;BT0024;112;;252;10-50-60;3050;2015800B;2015800;
364;01/05/2018;01/05/2018;PRP021;BT0059;565;;96;10-50-60;3050;2015800B;2015800;
365;01/05/2018;01/05/2018;PRP138;BT0024;135R;;36;10-50-60;3050;2015800B;2015800;
366;01/05/2018;01/05/2018;PRP046;BT0008;BT4983;;120;10-50-60;3050;2015800B;2015800;
367;01/05/2018;01/05/2018;PRP025;BT0010;46612;;240;10-50-60;3050;2015800B;2015800;
368;01/05/2018;01/05/2018;PRP025;BT0008;45612;;480;10-50-60;3050;2015800B;2015800;
369;01/05/2018;01/05/2018;PRP021;BT0024;BT250;;180;10-50-60;3050;2015800B;2015800;
370;01/05/2018;01/05/2018;PRP021;BT0061;2032;;216;10-50-60;3050;2015800B;2015800;
371;01/05/2018;01/05/2018;PRP047;BT0024;1456;;144;10-50-60;3050;2015800B;2015800;
372;01/05/2018;01/05/2018;PRP108;BT0008;BT301;;240;10-50-60;3050;2015800B;2015800;
373;01/05/2018;01/05/2018;PRP055;BT0061;BT2025;;60;10-50-60;3050;2015800B;2015800;
374;01/05/2018;01/05/2018;PRP051;BT0059;BT5940;;60;10-50-60;3050;2015800B;2015800;
375;01/05/2018;01/05/2018;PRP051;BT0059;BT5941;;60;10-50-60;3050;2015800B;2015800;
376;01/05/2018;01/05/2018;PRP108;BT0008;BT302;;180;10-50-60;3050;2015800B;2015800;
377;01/05/2018;01/05/2018;PRP001;BT0008;321512;;144;10-50-60;3050;2015800B;2015800;
378;01/05/2018;01/05/2018;PRP021;BT0024;605;;48;10-50-60;3050;2015800B;2015800;
379;01/05/2018;01/05/2018;PRP001;BT0024;489;;72;10-50-60;3050;2015800B;2015800;
380;01/05/2018;01/05/2018;PRP067;BT0024;1662;;20;10-50-60;3050;2015800B;2015800;
381;01/05/2018;01/05/2018;PRP025;BT0008;453;;120;10-50-60;3050;2015800B;2015800;
382;01/05/2018;01/05/2018;PRP021;BT0024;113;;108;10-50-60;3050;2015800B;2015800;
383;01/05/2018;01/05/2018;PRP138;BT0024;1352;;12;10-50-60;3050;2015800B;2015800;
384;01/05/2018;01/05/2018;PRP046;BT0008;BT4980;;72;10-50-60;3050;2015800B;2015800;
385;01/05/2018;01/05/2018;PRP047;BT0024;BT12;;24;10-50-60;3050;2015800B;2015800;
386;01/05/2018;01/05/2018;PRP001;BT0008;321012;;144;10-50-60;3050;2015800B;2015800;
387;01/05/2018;01/05/2018;PRP047;BT0024;150;;24;10-50-60;3050;2015800B;2015800;
388;01/05/2018;01/05/2018;PRP025;BT0010;460;;60;10-50-60;3050;2015800B;2015800;
389;01/05/2018;01/05/2018;PRP021;BT0024;BT260;;48;10-50-60;3050;2015800B;2015800;
390;01/05/2018;01/05/2018;PRP001;BT0024;BT202;;60;10-50-60;3050;2015800B;2015800;
391;01/05/2018;01/05/2018;PRP025;BT0008;BT484;;120;10-50-60;3050;2015800B;2015800;
392;01/05/2018;01/05/2018;PRP046;BT0008;BT4991;;24;10-50-60;3050;2015800B;2015800;
393;01/05/2018;01/05/2018;PRP025;BT0010;46412;;120;10-50-60;3050;2015800B;2015800;
394;01/05/2018;01/05/2018;PRP025;BT0042;403;;72;10-50-60;3050;2015800B;2015800;
395;01/05/2018;01/05/2018;PRP055;BT0024;BT1232;;24;10-50-60;3050;2015800B;2015800;
396;01/05/2018;01/05/2018;PRP047;BT0024;BT120;;24;10-50-60;3050;2015800B;2015800;
397;01/05/2018;01/05/2018;PRP051;BT0059;BT5900;;120;10-50-60;3050;2015800B;2015800;
398;01/05/2018;01/05/2018;PRP025;BT0061;BTN45103;;120;10-50-60;3050;2015800B;2015800;
399;01/05/2018;01/05/2018;PRP051;BT0024;BT702;;60;10-50-60;3050;2015800B;2015800;
400;01/05/2018;01/05/2018;PRP001;BT0059;BT479;;12;10-50-60;3050;2015800B;2015800;
401;01/05/2018;01/05/2018;PRP025;BT0010;852;;60;10-50-60;3050;2015800B;2015800;
402;01/05/2018;01/05/2018;PRP021;BT0024;BT270;;24;10-50-60;3050;2015800B;2015800;
403;01/05/2018;01/05/2018;PRP021;BT0024;BT271;;24;10-50-60;3050;2015800B;2015800;
404;01/05/2018;01/05/2018;PRP025;BT0042;404;;36;10-50-60;3050;2015800B;2015800;
405;01/05/2018;01/05/2018;PRP025;BT0010;462;;12;10-50-60;3050;2015800B;2015800;
406;01/05/2018;01/05/2018;PRP046;BT0008;BT4981;;24;10-50-60;3050;2015800B;2015800;
407;01/05/2018;01/05/2018;PRP025;BT0008;BT4812;;60;10-50-60;3050;2015800B;2015800;
408;01/05/2018;01/05/2018;PRP003;BT0024;BT2021;;6;10-50-60;3050;2015800B;2015800;
409;01/05/2018;01/05/2018;PRP025;BT0010;859;;12;10-50-60;3050;2015800B;2015800;
410;01/05/2018;01/05/2018;PRP138;BT0024;BT192R;;6;10-50-60;3050;2015800B;2015800;
411;01/05/2018;01/05/2018;PRP025;BT0010;4673;;24;10-50-60;3050;2015800B;2015800;
412;01/05/2018;01/05/2018;PRP138;BT0024;BT1450;;12;10-50-60;3050;2015800B;2015800;
413;01/05/2018;01/05/2018;PRP025;BT0061;BT4514D144;;115200;10-50-60;3050;2002215B;2089880;
414;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;1500;10-50-60;3050;2002215B;2089880;
415;01/05/2018;01/05/2018;PRP138;BT0061;BTN2023R;;240;10-50-60;3050;2002215B;2089880;
416;01/05/2018;01/05/2018;PRP025;BT0061;BT487;;1200;10-50-60;3050;2002215B;2089880;
417;01/05/2018;01/05/2018;PRP025;BT0061;45110;;2400;10-50-60;3050;2002215B;2089880;
418;01/05/2018;01/05/2018;PRP025;BT0008;45012;;1200;10-50-60;3050;2002215B;2089880;
419;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;30;10-50-60;3050;2002215B;2089880;
420;01/05/2018;01/05/2018;PRP025;BT0010;4673;;240;10-50-60;3050;2002215B;2089880;
421;01/05/2018;01/05/2018;PRP021;BT0024;11518;;216;10-50-60;3050;2002215B;2089880;
422;01/05/2018;01/05/2018;PRP055;BT0061;BT2041;;60;10-50-60;3050;2002215B;2089880;
423;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000M;;60;10-50-60;3050;2002215B;2089880;
424;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;3000;10-50-60;3050;2077607B;2094871;
425;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;8640;10-50-60;3050;2077607B;2094871;
426;01/05/2018;01/05/2018;PRP025;BT0061;BT4514D144;;11520;10-50-60;3050;2077607B;2094871;
427;01/05/2018;01/05/2018;PRP025;BT0008;BT002K;;2500;10-50-60;3050;2077607B;2094871;
428;01/05/2018;01/05/2018;PRP138;BT0024;1442;;180;10-50-60;3050;2077607B;2094871;
429;01/05/2018;01/05/2018;PRP108;BT0008;BT308;;360;10-50-60;3050;2077607B;2094871;
430;01/05/2018;01/05/2018;PRP108;BT0008;BT307;;360;10-50-60;3050;2077607B;2094871;
431;01/05/2018;01/05/2018;PRP021;BT0024;11518;;1080;10-50-60;3050;2077607B;2094871;
432;01/05/2018;01/05/2018;PRP025;BT0008;4563;;900;10-50-60;3050;2077607B;2094871;
433;01/05/2018;01/05/2018;PRP067;BT0024;1692;;240;10-50-60;3050;2077607B;2094871;
434;01/05/2018;01/05/2018;PRP108;BT0008;BT305;;360;10-50-60;3050;2077607B;2094871;
435;01/05/2018;01/05/2018;PRP108;BT0008;BT306;;360;10-50-60;3050;2077607B;2094871;
436;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002M;;600;10-50-60;3050;2077607B;2094871;
437;01/05/2018;01/05/2018;PRP025;BT0061;45110;;5400;10-50-60;3050;2077607B;2094871;
438;01/05/2018;01/05/2018;PRP138;BT0024;BT1922;;90;10-50-60;3050;2077607B;2094871;
439;01/05/2018;01/05/2018;PRP047;BT0024;150;;180;10-50-60;3050;2077607B;2094871;
440;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;168;10-50-60;3050;2077607B;2094871;
441;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000M;;480;10-50-60;3050;2077607B;2094871;
442;01/05/2018;01/05/2018;PRP138;BT0024;144R;;120;10-50-60;3050;2077607B;2094871;
443;01/05/2018;01/05/2018;PRP067;BT0060;BT4072;;375;10-50-60;3050;2077607B;2094871;
444;01/05/2018;01/05/2018;PRP066;BT0024;1002;;180;10-50-60;3050;2077607B;2094871;
445;01/05/2018;01/05/2018;PRP046;BT0008;BT4991;;240;10-50-60;3050;2077607B;2094871;
446;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002P;;420;10-50-60;3050;2077607B;2094871;
447;01/05/2018;01/05/2018;PRP046;BT0008;49055;;450;10-50-60;3050;2077607B;2094871;
448;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000G;;360;10-50-60;3050;2077607B;2094871;
449;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002G;;360;10-50-60;3050;2077607B;2094871;
450;01/05/2018;01/05/2018;PRP138;BT0061;BT2050;;32;10-50-60;3050;2077607B;2094871;
451;01/05/2018;01/05/2018;PRP025;BT0010;467;;900;10-50-60;3050;2077607B;2094871;
452;01/05/2018;01/05/2018;PRP003;BT0024;1384;;60;10-50-60;3050;2077607B;2094871;
453;01/05/2018;01/05/2018;PRP046;BT0008;BTN49067;;72;10-50-60;3050;2077607B;2094871;
454;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;60;10-50-60;3050;2077607B;2094871;
455;01/05/2018;01/05/2018;PRP046;BT0061;BT2044;;375;10-50-60;3050;2077607B;2094871;
456;01/05/2018;01/05/2018;PRP055;BT0024;1272;;120;10-50-60;3050;2077607B;2094871;
457;01/05/2018;01/05/2018;PRP047;BT0024;145;;180;10-50-60;3050;2077607B;2094871;
458;01/05/2018;01/05/2018;PRP138;BT0024;1322;;48;10-50-60;3050;2077607B;2094871;
459;01/05/2018;01/05/2018;PRP079;BT0008;BTN13000P;;180;10-50-60;3050;2077607B;2094871;
460;01/05/2018;01/05/2018;PRP046;BT0008;BTN49060;;200;10-50-60;3050;2077607B;2094871;
461;01/05/2018;01/05/2018;PRP138;BT0024;132R;;60;10-50-60;3050;2077607B;2094871;
462;01/05/2018;01/05/2018;PRP001;BT0024;201;;72;10-50-60;3050;2077607B;2094871;
463;01/05/2018;01/05/2018;PRP001;BT0008;3210;;288;10-50-60;3050;2077607B;2094871;
464;01/05/2018;01/05/2018;PRP047;BT0061;BT2020;;180;10-50-60;3050;2077607B;2094871;
465;01/05/2018;01/05/2018;PRP138;BT0024;BT191R;;12;10-50-60;3050;2077607B;2094871;
466;01/05/2018;01/05/2018;PRP001;BT0024;499;;48;10-50-60;3050;2077607B;2094871;
467;01/05/2018;01/05/2018;PRP051;BT0024;BT710;;60;10-50-60;3050;2077607B;2094871;
468;01/05/2018;01/05/2018;PRP051;BT0024;BT711;;60;10-50-60;3050;2077607B;2094871;
469;01/05/2018;01/05/2018;PRP051;BT0024;BT712;;60;10-50-60;3050;2077607B;2094871;
470;01/05/2018;01/05/2018;PRP001;BT0024;BT202;;36;10-50-60;3050;2077607B;2094871;
471;01/05/2018;01/05/2018;PRP138;BT0024;BT192R;;12;10-50-60;3050;2077607B;2094871;
472;01/05/2018;01/05/2018;PRP067;BT0024;BT1672M4;;3585;10-50-60;3050;2019429B;2019429;
473;01/05/2018;01/05/2018;PRP138;BT0024;BT1912;;204;10-50-60;3050;2019429B;2019429;
474;01/05/2018;01/05/2018;PRP025;BT0008;BT4563D120;;5280;10-50-60;3050;2019429B;2019429;
475;01/05/2018;01/05/2018;PRP025;BT0008;BT002K;;2250;10-50-60;3050;2019429B;2019429;
476;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;1728;10-50-60;3050;2019429B;2019429;
477;01/05/2018;01/05/2018;PRP025;BT0061;451;;8340;10-50-60;3050;2019429B;2019429;
478;01/05/2018;01/05/2018;PRP046;BT0008;BT4990;;1248;10-50-60;3050;2019429B;2019429;
479;01/05/2018;01/05/2018;PRP025;BT0061;BT4514;;1740;10-50-60;3050;2019429B;2019429;
480;01/05/2018;01/05/2018;PRP046;BT0008;BT5001;;1100;10-50-60;3050;2019429B;2019429;
481;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;285;10-50-60;3050;2019429B;2019429;
482;01/05/2018;01/05/2018;PRP025;BT0008;45212;;1080;10-50-60;3050;2019429B;2019429;
483;01/05/2018;01/05/2018;PRP021;BT0024;11518;;648;10-50-60;3050;2019429B;2019429;
484;01/05/2018;01/05/2018;PRP025;BT0008;45012;;1680;10-50-60;3050;2019429B;2019429;
485;01/05/2018;01/05/2018;PRP021;BT0024;605;;168;10-50-60;3050;2019429B;2019429;
486;01/05/2018;01/05/2018;PRP025;BT0008;47812;;720;10-50-60;3050;2019429B;2019429;
487;01/05/2018;01/05/2018;PRP055;BT0024;1272;;144;10-50-60;3050;2019429B;2019429;
488;01/05/2018;01/05/2018;PRP067;BT0024;1692;;96;10-50-60;3050;2019429B;2019429;
489;01/05/2018;01/05/2018;PRP021;BT0024;114;;216;10-50-60;3050;2019429B;2019429;
490;01/05/2018;01/05/2018;PRP138;BT0024;BTN1442144;;30;10-50-60;3050;2019429B;2019429;
491;01/05/2018;01/05/2018;PRP021;BT0061;151;;288;10-50-60;3050;2019429B;2019429;
492;01/05/2018;01/05/2018;PRP055;BT0024;1282;;120;10-50-60;3050;2019429B;2019429;
493;01/05/2018;01/05/2018;PRP138;BT0024;144R;;72;10-50-60;3050;2019429B;2019429;
494;01/05/2018;01/05/2018;PRP047;BT0061;BT2020;;432;10-50-60;3050;2019429B;2019429;
495;01/05/2018;01/05/2018;PRP003;BT0024;1384;;42;10-50-60;3050;2019429B;2019429;
496;01/05/2018;01/05/2018;PRP025;BT0010;464;;480;10-50-60;3050;2019429B;2019429;
497;01/05/2018;01/05/2018;PRP047;BT0024;145;;252;10-50-60;3050;2019429B;2019429;
498;01/05/2018;01/05/2018;PRP066;BT0024;1842;;32;10-50-60;3050;2019429B;2019429;
499;01/05/2018;01/05/2018;PRP066;BT0024;1002;;96;10-50-60;3050;2019429B;2019429;
500;01/05/2018;01/05/2018;PRP138;BT0024;1442;;30;10-50-60;3050;2019429B;2019429;
501;01/05/2018;01/05/2018;PRP021;BT0059;570;;180;10-50-60;3050;2019429B;2019429;
502;01/05/2018;01/05/2018;PRP021;BT0024;BT250;;252;10-50-60;3050;2019429B;2019429;
503;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;324;10-50-60;3050;2019429B;2019429;
504;01/05/2018;01/05/2018;PRP001;BT0008;3210;;360;10-50-60;3050;2019429B;2019429;
505;01/05/2018;01/05/2018;PRP047;BT0024;150;;60;10-50-60;3050;2019429B;2019429;
506;01/05/2018;01/05/2018;PRP138;BT0024;1322;;48;10-50-60;3050;2019429B;2019429;
507;01/05/2018;01/05/2018;PRP021;BT0024;215;;324;10-50-60;3050;2019429B;2019429;
508;01/05/2018;01/05/2018;PRP021;BT0024;113;;216;10-50-60;3050;2019429B;2019429;
509;01/05/2018;01/05/2018;PRP138;BT0024;132R;;60;10-50-60;3050;2019429B;2019429;
510;01/05/2018;01/05/2018;PRP025;BT0008;45612;;480;10-50-60;3050;2019429B;2019429;
511;01/05/2018;01/05/2018;PRP021;BT0024;112;;180;10-50-60;3050;2019429B;2019429;
512;01/05/2018;01/05/2018;PRP138;BT0061;BT2026;;48;10-50-60;3050;2019429B;2019429;
513;01/05/2018;01/05/2018;PRP055;BT0024;1292;;36;10-50-60;3050;2019429B;2019429;
514;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002M;;96;10-50-60;3050;2019429B;2019429;
515;01/05/2018;01/05/2018;PRP025;BT0010;467;;324;10-50-60;3050;2019429B;2019429;
516;01/05/2018;01/05/2018;PRP003;BT0024;BT2021;;24;10-50-60;3050;2019429B;2019429;
517;01/05/2018;01/05/2018;PRP066;BT0061;BT2022;;48;10-50-60;3050;2019429B;2019429;
518;01/05/2018;01/05/2018;PRP003;BT0024;1386;;24;10-50-60;3050;2019429B;2019429;
519;01/05/2018;01/05/2018;PRP025;BT0008;458;;120;10-50-60;3050;2019429B;2019429;
520;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002G;;72;10-50-60;3050;2019429B;2019429;
521;01/05/2018;01/05/2018;PRP067;BT0024;1662;;20;10-50-60;3050;2019429B;2019429;
522;01/05/2018;01/05/2018;PRP067;BT0024;1182;;24;10-50-60;3050;2019429B;2019429;
523;01/05/2018;01/05/2018;PRP055;BT0061;BT2028;;36;10-50-60;3050;2019429B;2019429;
524;01/05/2018;01/05/2018;PRP025;BT0010;4673;;120;10-50-60;3050;2019429B;2019429;
525;01/05/2018;01/05/2018;PRP001;BT0059;BT479;;18;10-50-60;3050;2019429B;2019429;
526;01/05/2018;01/05/2018;PRP025;BT0010;466;;120;10-50-60;3050;2019429B;2019429;
527;01/05/2018;01/05/2018;PRP079;BT0008;BTN13002P;;60;10-50-60;3050;2019429B;2019429;
528;01/05/2018;01/05/2018;PRP067;BT0024;1632;;24;10-50-60;3050;2019429B;2019429;
529;01/05/2018;01/05/2018;PRP046;BT0008;49056;;75;10-50-60;3050;2019429B;2019429;
530;01/05/2018;01/05/2018;PRP021;BT0061;BT2039;;36;10-50-60;3050;2019429B;2019429;
